experiment_id,run_id,sample_ts,elapsed_s,pi_online,pc_online,pi_cpu_pct,pi_ram_used_mb,pi_ram_pct,pi_temperature_c,pi_throttled,pi_undervoltage,pi_power_w,passive_b_actual_fps,passive_s_state,queue_depth,network_connected,ping_latency_ms,packet_loss_pct,pc_cpu_pct,pc_ram_used_mb,process_restart_count,data_loss_observed,notes,source_row
exp_v2_improved,run_008,2026-09-05T08:13:00.000,780,True,True,38,1389,33.9,57,False,False,3.4,15.5,listening,0,True,10.8,0,18.2,2448,0,False,,315
exp_v2_improved,run_008,2026-09-05T08:14:00.000,840,True,True,39.1,1382,33.7,57.8,False,False,3.42,15.6,idle,0,True,12.1,0,20.6,2454,0,False,,316
exp_v2_improved,run_008,2026-09-05T08:15:00.000,900,True,True,37.4,1383,33.8,59.7,False,False,3.46,16,idle,0,True,114.8,0,12.1,2450,0,False,,317
exp_v2_improved,run_008,2026-09-05T08:16:00.000,960,True,True,37.6,1392,34,59.8,False,False,3.54,15.5,listening,0,True,147.3,0,19.8,2451,0,False,,318
exp_v2_improved,run_008,2026-09-05T08:17:00.000,1020,True,True,44.7,1388,33.9,60.6,False,False,3.34,16,idle,0,True,5.2,0,15.6,2456,0,False,,319
exp_v2_improved,run_008,2026-09-05T08:18:00.000,1080,True,True,33.9,1390,33.9,58.9,False,False,3.7,16,idle,0,True,7.8,0,9.2,2454,0,False,,320
exp_v2_improved,run_008,2026-09-05T08:19:00.000,1140,True,True,42,1385,33.8,57,False,False,3.49,15.5,idle,0,True,3.2,0,15.5,2456,0,False,,321
exp_v2_improved,run_008,2026-09-05T08:20:00.000,1200,True,True,31.6,1394,34,58.7,False,False,3.54,15.9,idle,0,True,11,0,12,2454,0,False,,322
exp_v2_improved,run_008,2026-09-05T08:21:00.000,1260,True,True,39.7,1387,33.9,61.6,False,False,3.52,15.7,idle,0,True,4.8,0,20.8,2453,0,False,,323
exp_v2_improved,run_008,2026-09-05T08:22:00.000,1320,True,True,39.4,1387,33.9,59.9,False,False,3.43,16,idle,0,True,8.8,0,13.1,2459,0,False,,324
exp_v2_improved,run_008,2026-09-05T08:23:00.000,1380,True,True,37.7,1384,33.8,56.6,False,False,3.4,15.7,idle,0,True,6.1,0,16.5,2463,0,False,,325
exp_v2_improved,run_008,2026-09-05T08:24:00.000,1440,True,True,39,1395,34.1,58.3,False,False,3.53,15.6,idle,0,True,10.4,0,12.1,2454,0,False,,326
exp_v2_improved,run_008,2026-09-05T08:25:00.000,1500,True,True,41.4,1398,34.1,59.7,False,False,3.64,15.7,idle,0,True,11.5,0,16.5,2458,0,False,,327
exp_v2_improved,run_008,2026-09-05T08:26:00.000,1560,True,True,46.7,1396,34.1,59.1,False,False,3.45,16,listening,0,True,7.9,0,22.4,2465,0,False,,328
exp_v2_improved,run_008,2026-09-05T08:27:00.000,1620,True,True,47.8,1398,34.1,60.1,False,False,3.4,15.8,listening,0,True,8.2,0,16.7,2452,0,False,,329
exp_v2_improved,run_008,2026-09-05T08:28:00.000,1680,True,True,37.8,1386,33.8,60.2,False,False,3.41,15.9,idle,0,True,6.9,0,12.1,2462,0,False,,330
exp_v2_improved,run_008,2026-09-05T08:29:00.000,1740,True,True,46.8,1400,34.2,59.3,False,False,3.5,15.8,idle,0,True,42.4,0.15,14.4,2460,0,False,,331
exp_v2_improved,run_008,2026-09-05T08:30:00.000,1800,True,True,66.5,1401,34.2,60.3,False,False,3.52,15.7,listening,0,True,5.9,0,5.4,2457,0,False,,332
exp_v2_improved,run_008,2026-09-05T08:31:00.000,1860,True,True,39.9,1400,34.2,62.6,False,False,3.5,15.4,idle,0,True,11.9,0,14.4,2457,0,False,,333
exp_v2_improved,run_008,2026-09-05T08:32:00.000,1920,True,True,40.2,1398,34.1,56.3,False,False,3.52,15.8,idle,0,True,7.2,0,6.9,2460,0,False,,334
exp_v2_improved,run_008,2026-09-05T08:33:00.000,1980,True,True,62.1,1383,33.8,58.6,False,False,3.75,15.5,idle,0,True,4,0,21.1,2463,0,False,,335
exp_v2_improved,run_008,2026-09-05T08:34:00.000,2040,True,True,41,1398,34.1,59.2,False,False,3.45,15.3,idle,0,True,2.2,0,16.7,2459,0,False,,336
exp_v2_improved,run_008,2026-09-05T08:35:00.000,2100,True,True,36.3,1393,34,60.7,False,False,3.57,15.6,idle,0,True,7.9,0,18.1,2461,0,False,,337
exp_v2_improved,run_008,2026-09-05T08:36:00.000,2160,True,True,45.7,1400,34.2,61.1,False,False,3.61,15.6,idle,0,True,6.2,0,16.4,2461,0,False,,338
exp_v2_improved,run_008,2026-09-05T08:37:00.000,2220,True,True,49,1395,34.1,59.7,False,False,3.7,15.8,listening,0,True,8.2,0,11.4,2458,0,False,,339
exp_v2_improved,run_008,2026-09-05T08:38:00.000,2280,True,True,40.4,1398,34.1,59.8,False,False,3.6,16,idle,0,True,6.3,0,14.3,2460,0,False,,340
exp_v2_improved,run_008,2026-09-05T08:39:00.000,2340,True,True,44.3,1401,34.2,62.6,False,False,3.34,15.8,idle,0,True,6.5,0,14.4,2463,0,False,,341
exp_v2_improved,run_008,2026-09-05T08:40:00.000,2400,True,True,47.9,1403,34.3,62.6,False,False,3.56,15.4,idle,0,True,8.3,0,16.4,2465,0,False,,342
exp_v2_improved,run_008,2026-09-05T08:41:00.000,2460,True,True,39.2,1403,34.3,62.6,False,False,3.55,15.8,listening,0,True,11,0,15.6,2466,0,False,,343
exp_v2_improved,run_008,2026-09-05T08:42:00.000,2520,True,True,48.4,1403,34.3,62.1,False,False,3.61,15.7,listening,0,True,9.5,0,13.6,2462,0,False,,344
exp_v2_improved,run_008,2026-09-05T08:43:00.000,2580,True,True,36.8,1406,34.3,61,False,False,3.59,15.2,listening,0,True,9.7,0,22.4,2459,0,False,,345
exp_v2_improved,run_008,2026-09-05T08:44:00.000,2640,True,True,40.7,1403,34.3,60.4,False,False,3.39,15.8,listening,0,True,2.7,0,14,2465,0,False,,346
exp_v2_improved,run_008,2026-09-05T08:45:00.000,2700,True,True,39.7,1406,34.3,63.3,False,False,3.51,15.4,idle,0,True,5.3,0,19.4,2460,0,False,,347
exp_v2_improved,run_008,2026-09-05T08:46:00.000,2760,True,True,41.9,1403,34.3,58.6,False,False,3.61,15.7,idle,0,True,2.4,0,11.8,2472,0,False,,348
exp_v2_improved,run_008,2026-09-05T08:47:00.000,2820,True,True,31.1,1403,34.2,62.4,False,False,3.49,15.5,idle,0,True,10.2,0,11.1,2463,0,False,,349
exp_v2_improved,run_008,2026-09-05T08:48:00.000,2880,True,True,41.3,1395,34,59.9,False,False,3.35,15.9,idle,0,True,4.9,0,17.9,2461,0,False,,350
exp_v2_improved,run_008,2026-09-05T08:49:00.000,2940,True,True,32.8,1403,34.2,59.2,False,False,3.49,16,listening,0,True,6.1,0,17.4,2465,0,False,,351
exp_v2_improved,run_008,2026-09-05T08:50:00.000,3000,True,True,43.2,1408,34.4,61.6,False,False,3.57,15.4,idle,0,True,9.3,0,16.3,2466,0,False,,352
exp_v2_improved,run_008,2026-09-05T08:51:00.000,3060,True,True,45,1395,34.1,59.7,False,False,3.64,15.3,idle,0,True,7.4,0,13.9,2472,0,False,,353
exp_v2_improved,run_008,2026-09-05T08:52:00.000,3120,True,True,42.7,1412,34.5,61.6,False,False,3.47,15.6,idle,0,True,5.8,0,16.6,2464,0,False,,354
exp_v2_improved,run_008,2026-09-05T08:53:00.000,3180,True,True,53.8,1420,34.7,59.4,False,False,3.6,15.4,listening,0,True,2,0,24,2468,0,False,,355
exp_v2_improved,run_008,2026-09-05T08:54:00.000,3240,True,True,43.4,1393,34,63.7,False,False,3.74,15.6,idle,0,True,5,0,17.7,2460,0,False,,356
exp_v2_improved,run_008,2026-09-05T08:55:00.000,3300,True,True,46,1405,34.3,60.6,False,False,3.53,16,listening,0,True,7.6,0,10,2466,0,False,,357
exp_v2_improved,run_008,2026-09-05T08:56:00.000,3360,True,True,42.4,1405,34.3,62.7,False,False,3.39,15.5,idle,0,True,9.1,0,15.2,2463,0,False,,358
exp_v2_improved,run_008,2026-09-05T08:57:00.000,3420,True,True,41.4,1410,34.4,60.5,False,False,3.61,16,idle,0,True,3.8,0,15.5,2463,0,False,,359
exp_v2_improved,run_008,2026-09-05T08:58:00.000,3480,True,True,45.5,1403,34.2,59.5,False,False,3.81,16,idle,1,True,5.4,0,11.6,2469,0,False,,360
exp_v2_improved,run_008,2026-09-05T08:59:00.000,3540,True,True,44.9,1408,34.4,60.8,False,False,3.64,15.4,idle,0,True,5.2,0,12.8,2464,0,False,,361
exp_v2_improved,run_008,2026-09-05T09:00:00.000,3600,True,True,47.3,1417,34.6,63,False,False,3.73,15.7,idle,0,True,3.5,0,15.7,2474,0,False,,362
exp_v2_improved,run_008,2026-09-05T09:01:00.000,3660,True,True,51.1,1409,34.4,61.3,False,False,3.54,15.9,idle,0,True,9.7,0,17.1,2468,0,False,,363
exp_v2_improved,run_008,2026-09-05T09:02:00.000,3720,True,True,40.2,1420,34.7,62.3,False,False,3.63,15.8,listening,0,True,9.3,0,13.2,2473,0,False,,364
exp_v2_improved,run_008,2026-09-05T09:03:00.000,3780,True,True,40.3,1415,34.5,60.9,False,False,3.67,15.8,idle,0,True,8.8,0,22.5,2467,0,False,,365
exp_v2_improved,run_008,2026-09-05T09:04:00.000,3840,True,True,40.2,1403,34.3,58,False,False,3.61,15.9,idle,0,True,7.3,0,18.1,2469,0,False,,366
exp_v2_improved,run_008,2026-09-05T09:05:00.000,3900,True,True,39.2,1422,34.7,63.5,False,False,3.61,15.9,idle,0,True,122.6,0,16.3,2471,0,False,,367
exp_v2_improved,run_008,2026-09-05T09:06:00.000,3960,True,True,38.4,1407,34.3,62.1,False,False,3.48,15.8,idle,0,True,7.9,0,19.5,2475,0,False,,368
exp_v2_improved,run_008,2026-09-05T09:07:00.000,4020,True,True,40.9,1422,34.7,63.6,False,False,3.37,16,idle,0,True,9.3,0,16,2470,0,False,,369
exp_v2_improved,run_008,2026-09-05T09:08:00.000,4080,True,True,40.2,1401,34.2,62.9,False,False,3.41,15.6,idle,0,True,5.7,0,16.2,2467,0,False,,370
exp_v2_improved,run_008,2026-09-05T09:09:00.000,4140,True,True,36.1,1417,34.6,60.8,False,False,3.54,15.5,idle,0,True,7.1,0,7.5,2477,0,False,,371
exp_v2_improved,run_008,2026-09-05T09:10:00.000,4200,True,True,33.1,1421,34.7,63.2,False,False,3.24,15.5,idle,0,True,3,0,12.7,2461,0,False,,372
exp_v2_improved,run_008,2026-09-05T09:11:00.000,4260,True,True,41.4,1403,34.3,61,False,False,3.56,15.5,idle,0,True,8.2,0,16.2,2464,0,False,,373
exp_v2_improved,run_008,2026-09-05T09:12:00.000,4320,True,True,46.4,1415,34.5,67,False,False,3.44,15.6,idle,0,True,160.7,0,15.2,2472,0,False,,374
exp_v2_improved,run_008,2026-09-05T09:13:00.000,4380,True,True,44.9,1424,34.8,61.1,False,False,3.66,15.4,idle,0,True,6.6,0,17.6,2468,0,False,,375
exp_v2_improved,run_008,2026-09-05T09:14:00.000,4440,True,True,50.4,1419,34.6,62.6,False,False,3.52,15.6,listening,0,True,7.3,0,13.3,2474,0,False,,376
exp_v2_improved,run_008,2026-09-05T09:15:00.000,4500,True,True,35.5,1425,34.8,59.7,False,False,3.48,15.6,listening,0,True,6.3,0,16.3,2470,0,False,,377
exp_v2_improved,run_008,2026-09-05T09:16:00.000,4560,True,True,48.2,1422,34.7,59.9,False,False,3.68,15.5,idle,0,True,4.9,0,16.3,2477,0,False,,378
exp_v2_improved,run_008,2026-09-05T09:17:00.000,4620,True,True,48.6,1424,34.8,62.9,False,False,3.58,15.6,idle,0,True,97.5,0,15.3,2475,0,False,,379
exp_v2_improved,run_008,2026-09-05T09:18:00.000,4680,True,True,34.4,1420,34.7,58.9,False,False,3.48,15.5,listening,0,True,14.5,0,16.6,2477,0,False,,380
exp_v2_improved,run_008,2026-09-05T09:19:00.000,4740,True,True,40.1,1427,34.9,59,False,False,3.32,15.5,idle,0,True,5.7,0,17.9,2470,0,False,,381
exp_v2_improved,run_008,2026-09-05T09:20:00.000,4800,True,True,39.7,1429,34.9,61.1,False,False,3.54,15.2,idle,0,True,5.2,0,19.7,2466,0,False,,382
exp_v2_improved,run_008,2026-09-05T09:21:00.000,4860,True,True,41.2,1429,34.9,64.6,False,False,3.33,15.9,idle,0,True,7.7,0,10.1,2479,0,False,,383
exp_v2_improved,run_008,2026-09-05T09:22:00.000,4920,True,True,48,1417,34.6,62.2,False,False,3.62,15.7,listening,1,True,9.2,0,19.7,2475,0,False,,384
exp_v2_improved,run_008,2026-09-05T09:23:00.000,4980,True,True,44.8,1420,34.7,65.5,False,False,3.56,15.7,idle,0,True,6.3,0,15.6,2477,0,False,,385
exp_v2_improved,run_008,2026-09-05T09:24:00.000,5040,True,True,52.2,1419,34.6,63.8,False,False,3.5,15.7,idle,0,True,10.9,0,12,2475,0,False,,386
exp_v2_improved,run_008,2026-09-05T09:25:00.000,5100,True,True,47.7,1427,34.8,61.1,False,False,3.71,15.7,listening,0,True,2,0,16.8,2475,0,False,,387
exp_v2_improved,run_008,2026-09-05T09:26:00.000,5160,True,True,34.4,1422,34.7,60.6,False,False,3.44,15.7,idle,0,True,5.4,0,21.6,2478,0,False,,388
exp_v2_improved,run_008,2026-09-05T09:27:00.000,5220,True,True,42.5,1422,34.7,61.9,False,False,3.45,15.5,idle,0,True,2,1.45,23,2472,0,False,,389
exp_v2_improved,run_008,2026-09-05T09:28:00.000,5280,True,True,38.3,1438,35.1,61.6,False,False,3.68,15.5,idle,0,True,12,0,10.3,2477,0,False,,390
exp_v2_improved,run_008,2026-09-05T09:29:00.000,5340,True,True,46,1423,34.7,63.4,False,False,3.51,15.9,idle,0,True,8.3,0,14.6,2475,0,False,,391
exp_v2_improved,run_008,2026-09-05T09:30:00.000,5400,True,True,60.4,1428,34.9,61.9,False,False,3.73,15.6,idle,0,True,2,0,9.2,2480,0,False,,392
exp_v2_improved,run_008,2026-09-05T09:31:00.000,5460,True,True,44.1,1429,34.9,62.1,False,False,3.59,15.5,idle,0,True,25.8,0,16.2,2479,0,False,,393
exp_v2_improved,run_008,2026-09-05T09:32:00.000,5520,True,True,38.2,1428,34.9,65.2,False,False,3.53,15.8,idle,1,True,6.5,0,17.9,2474,0,False,,394
exp_v2_improved,run_008,2026-09-05T09:33:00.000,5580,True,True,42.5,1431,34.9,63.4,False,False,3.44,15.5,listening,0,True,7.9,0,16.2,2477,0,False,,395
exp_v2_improved,run_008,2026-09-05T09:34:00.000,5640,True,True,45.6,1427,34.8,62.9,False,False,3.66,15.2,idle,0,True,8.2,0,14.9,2478,0,False,,396
exp_v2_improved,run_008,2026-09-05T09:35:00.000,5700,True,True,40.5,1427,34.8,61.3,False,False,3.52,15.8,idle,1,True,2.5,0,15.1,2477,0,False,,397
exp_v2_improved,run_008,2026-09-05T09:36:00.000,5760,True,True,43.1,1427,34.8,64,False,False,3.62,16,idle,0,True,9.5,0,18.8,2479,0,False,,398
exp_v2_improved,run_008,2026-09-05T09:37:00.000,5820,True,True,38.6,1434,35,62.7,False,False,3.68,15.6,idle,0,True,7.7,0,13.5,2476,0,False,,399
exp_v2_improved,run_008,2026-09-05T09:38:00.000,5880,True,True,42.6,1431,34.9,62,False,False,3.52,15.9,idle,0,True,4.9,0,15.6,2477,0,False,,400
exp_v2_improved,run_008,2026-09-05T09:39:00.000,5940,True,True,40,1433,35,64.6,False,False,3.36,15.6,idle,1,True,5.2,0,16.1,2485,0,False,,401
exp_v2_improved,run_008,2026-09-05T09:40:00.000,6000,True,True,45.7,1433,35,64.1,False,False,3.52,15.9,listening,0,True,8.6,0,15.4,2486,0,False,,402
exp_v2_improved,run_008,2026-09-05T09:41:00.000,6060,True,True,41.3,1433,35,59,False,False,3.58,15.7,idle,0,True,5.5,0,11.5,2479,0,False,,403
exp_v2_improved,run_008,2026-09-05T09:42:00.000,6120,True,True,45.2,1434,35,63.5,False,False,3.43,15.5,idle,0,True,9,0,15.3,2472,0,False,,404
exp_v2_improved,run_008,2026-09-05T09:43:00.000,6180,True,True,47.6,1427,34.8,64.7,False,False,3.59,15.5,idle,0,True,8.5,0,14.9,2480,0,False,,405
exp_v2_improved,run_008,2026-09-05T09:44:00.000,6240,True,True,28.6,1431,34.9,61.6,False,False,3.32,15.6,idle,0,True,6,0,14.8,2478,0,False,,406
exp_v2_improved,run_008,2026-09-05T09:45:00.000,6300,True,True,42,1439,35.1,59.6,False,False,3.44,15.5,idle,0,True,8.7,0,21.7,2482,0,False,,407
exp_v2_improved,run_008,2026-09-05T09:46:00.000,6360,True,True,33.5,1436,35.1,65.2,False,False,3.5,15.6,idle,0,True,2,0,16.3,2484,0,False,,408
exp_v2_improved,run_008,2026-09-05T09:47:00.000,6420,True,True,45.8,1433,35,63.1,False,False,3.54,15.5,idle,0,True,4.2,0,17.9,2477,0,False,,409
exp_v2_improved,run_008,2026-09-05T09:48:00.000,6480,True,True,37.3,1420,34.7,63.8,False,False,3.45,15.9,listening,1,True,2.8,0,19.8,2476,0,False,,410
exp_v2_improved,run_008,2026-09-05T09:49:00.000,6540,True,True,39.9,1434,35,64.7,False,False,3.58,15.7,idle,1,True,3.8,0,17.7,2479,0,False,,411
exp_v2_improved,run_008,2026-09-05T09:50:00.000,6600,True,True,40.8,1438,35.1,61.9,False,False,3.55,15.6,listening,0,True,2,0,21.8,2479,0,False,,412
exp_v2_improved,run_008,2026-09-05T09:51:00.000,6660,True,True,64.9,1438,35.1,62.3,False,False,3.6,16,idle,0,True,9.8,0,12.3,2484,0,False,,413
exp_v2_improved,run_008,2026-09-05T09:52:00.000,6720,True,True,35.4,1436,35.1,66.8,False,False,3.38,16,idle,0,True,3.8,0,6.8,2486,0,False,,414
exp_v2_improved,run_008,2026-09-05T09:53:00.000,6780,True,True,43.8,1440,35.2,65.5,False,False,3.58,15.3,idle,0,True,7.3,0,14.3,2487,0,False,,415
exp_v2_improved,run_008,2026-09-05T09:54:00.000,6840,True,True,40.6,1434,35,60.5,False,False,3.5,15.7,idle,0,True,10.8,0,9,2482,0,False,,416
exp_v2_improved,run_008,2026-09-05T09:55:00.000,6900,True,True,48.2,1428,34.9,64.3,False,False,3.56,16,idle,0,True,5.8,0,12.2,2483,0,False,,417
exp_v2_improved,run_008,2026-09-05T09:56:00.000,6960,True,True,43.2,1441,35.2,62,False,False,3.64,15.2,listening,0,True,7.1,0,21.9,2484,0,False,,418
exp_v2_improved,run_008,2026-09-05T09:57:00.000,7020,True,True,51.5,1439,35.1,63.7,False,False,3.62,15.4,listening,0,True,9.2,0,8.9,2489,0,False,,419
exp_v2_improved,run_008,2026-09-05T09:58:00.000,7080,True,True,51.9,1431,34.9,62.2,False,False,3.34,15.6,listening,0,True,3.5,0,15.2,2486,0,False,,420
exp_v2_improved,run_008,2026-09-05T09:59:00.000,7140,True,True,44.5,1438,35.1,69,False,False,3.48,16,idle,0,True,6.5,0,12.3,2492,0,False,,421
exp_v2_improved,run_008,2026-09-05T10:00:00.000,7200,True,True,47.6,1436,35.1,61.9,False,False,3.62,15.5,listening,0,True,4.8,0,19.8,2489,0,False,,422
exp_v2_improved,run_008,2026-09-05T10:01:00.000,7260,True,True,35.9,1447,35.3,61.9,False,False,3.46,15.6,idle,1,True,9.5,0,17.5,2484,0,True,1 sample gap detected around hour 2 (transient SD card I/O stall).,423
exp_v2_improved,run_008,2026-09-05T10:02:00.000,7320,True,True,36.8,1445,35.3,64.9,False,False,3.42,15.7,idle,0,True,36.9,0,11.2,2484,0,False,,424
exp_v2_improved,run_008,2026-09-05T10:03:00.000,7380,True,True,48.8,1439,35.1,64.3,False,False,3.63,15.6,idle,0,True,6.3,0,16.7,2483,0,False,,425
exp_v2_improved,run_008,2026-09-05T10:04:00.000,7440,True,True,45.2,1448,35.3,65.8,False,False,3.58,16,idle,0,True,9.1,0,8.3,2477,0,False,,426
exp_v2_improved,run_008,2026-09-05T10:05:00.000,7500,True,True,37.5,1429,34.9,63.3,False,False,3.52,15.1,idle,0,True,9.1,0,18.5,2492,0,False,,427
exp_v2_improved,run_008,2026-09-05T10:06:00.000,7560,True,True,44.2,1442,35.2,65.7,False,False,3.58,15.9,idle,0,True,30,0,18.8,2487,0,False,,428
exp_v2_improved,run_008,2026-09-05T10:07:00.000,7620,True,True,41.3,1448,35.3,66.6,False,False,3.51,15.5,idle,0,True,7.3,0,17.3,2490,0,False,,429
exp_v2_improved,run_008,2026-09-05T10:08:00.000,7680,True,True,66,1437,35.1,66.1,False,False,3.76,15.5,idle,0,True,4.9,0,15.7,2490,0,False,,430
exp_v2_improved,run_008,2026-09-05T10:09:00.000,7740,True,True,65.6,1446,35.3,64.7,False,False,3.54,16,idle,0,True,10.8,0,15.3,2489,0,False,,431
exp_v2_improved,run_008,2026-09-05T10:10:00.000,7800,True,True,69.5,1439,35.1,64.3,False,False,3.71,15.6,idle,0,True,6.4,0,30.4,2491,0,False,,432
exp_v2_improved,run_008,2026-09-05T10:11:00.000,7860,True,True,37.2,1445,35.3,66.8,False,False,3.47,15.7,idle,0,True,5.3,0,15.3,2486,0,False,,433
exp_v2_improved,run_008,2026-09-05T10:12:00.000,7920,True,True,44.3,1448,35.4,64.4,False,False,3.76,15.7,listening,0,True,11,0,14.2,2495,0,False,,434
exp_v2_improved,run_008,2026-09-05T10:13:00.000,7980,True,True,43.1,1448,35.3,64.9,False,False,3.51,16,idle,0,True,10,0,9.9,2490,0,False,,435
exp_v2_improved,run_008,2026-09-05T10:14:00.000,8040,True,True,45.9,1453,35.5,64.8,False,False,3.78,16,idle,0,True,8.4,0,18.5,2489,0,False,,436
exp_v2_improved,run_008,2026-09-05T10:15:00.000,8100,True,True,42,1457,35.6,65.4,False,False,3.45,15.9,listening,0,True,10.1,0,23.2,2491,0,False,,437
exp_v2_improved,run_008,2026-09-05T10:16:00.000,8160,True,True,43.4,1455,35.5,68,False,False,3.36,15.6,idle,0,True,4.7,0,17.6,2490,0,False,,438
exp_v2_improved,run_008,2026-09-05T10:17:00.000,8220,True,True,58.1,1445,35.3,65.9,False,False,3.7,15.6,idle,0,True,7.8,0,14.3,2492,0,False,,439
exp_v2_improved,run_008,2026-09-05T10:18:00.000,8280,True,True,46.8,1448,35.4,62.3,False,False,3.66,15.9,listening,1,True,9,0,15.4,2489,0,False,,440
exp_v2_improved,run_008,2026-09-05T10:19:00.000,8340,True,True,44.8,1442,35.2,65.8,False,False,3.8,15.3,idle,1,True,7.2,0,15.3,2497,0,False,,441
exp_v2_improved,run_008,2026-09-05T10:20:00.000,8400,True,True,43.6,1454,35.5,63.8,False,False,3.4,15.7,idle,0,True,5.4,0,16.4,2492,0,False,,442
exp_v2_improved,run_008,2026-09-05T10:21:00.000,8460,True,True,34.6,1449,35.4,63.4,True,False,3.29,13.2,idle,0,True,3.2,0,11.9,2492,0,False,,443
exp_v2_improved,run_008,2026-09-05T10:22:00.000,8520,True,True,40.5,1451,35.4,68.9,False,False,3.57,15.5,idle,0,True,8.7,0,23.5,2491,0,False,,444
exp_v2_improved,run_008,2026-09-05T10:23:00.000,8580,True,True,43.5,1457,35.6,64.8,False,False,3.5,15.9,idle,0,True,2,0,17.8,2489,0,False,,445
exp_v2_improved,run_008,2026-09-05T10:24:00.000,8640,True,True,42.2,1455,35.5,64.4,False,False,3.53,16,idle,0,True,5.9,0,16.4,2492,0,False,,446
exp_v2_improved,run_008,2026-09-05T10:25:00.000,8700,True,True,37.9,1449,35.4,65.7,False,False,3.5,15.5,idle,0,True,4.9,0,11.6,2496,0,False,,447
exp_v2_improved,run_008,2026-09-05T10:26:00.000,8760,True,True,47.8,1459,35.6,67.4,False,False,3.56,16,idle,0,True,7.4,0,13.5,2498,0,False,,448
exp_v2_improved,run_008,2026-09-05T10:27:00.000,8820,True,True,39.7,1451,35.4,66.2,False,False,3.51,15.6,idle,0,True,4.7,0,13.6,2505,0,False,,449
exp_v2_improved,run_008,2026-09-05T10:28:00.000,8880,True,True,34.7,1454,35.5,65.6,False,False,3.66,15.3,idle,0,True,13.8,0,14.6,2491,0,False,,450
exp_v2_improved,run_008,2026-09-05T10:29:00.000,8940,True,True,38.5,1444,35.3,64.6,False,False,3.57,16,idle,0,True,2.4,0,16.9,2499,0,False,,451
exp_v2_improved,run_008,2026-09-05T10:30:00.000,9000,True,True,43.1,1445,35.3,64.1,False,False,3.59,15.9,idle,0,True,7.2,0,9.9,2504,0,False,,452
exp_v2_improved,run_008,2026-09-05T10:31:00.000,9060,True,True,43.3,1461,35.7,65.4,False,False,3.58,15.8,listening,0,True,8.8,0,18.4,2493,0,False,,453
exp_v2_improved,run_008,2026-09-05T10:32:00.000,9120,True,True,43.4,1463,35.7,64.7,False,False,3.56,15.5,idle,0,True,4.8,0,10.7,2495,0,False,,454
exp_v2_improved,run_008,2026-09-05T10:33:00.000,9180,True,True,39.8,1463,35.7,68.2,False,False,3.42,15.7,listening,0,True,8.6,0,12.5,2494,0,False,,455
exp_v2_improved,run_008,2026-09-05T10:34:00.000,9240,True,True,40.8,1447,35.3,64.8,False,False,3.46,15.7,idle,0,True,4.1,0,19.8,2495,0,False,,456
exp_v2_improved,run_008,2026-09-05T10:35:00.000,9300,True,True,35.8,1454,35.5,64.9,False,False,3.42,15.7,idle,0,True,9.1,0,21,2500,0,False,,457
exp_v2_improved,run_008,2026-09-05T10:36:00.000,9360,True,True,40.3,1465,35.8,67.8,False,False,3.53,15.5,idle,0,True,40.5,0,18.4,2495,0,False,,458
exp_v2_improved,run_008,2026-09-05T10:37:00.000,9420,True,True,35.7,1459,35.6,65.5,False,False,3.55,15.5,idle,0,True,6.2,0,17.7,2502,0,False,,459
exp_v2_improved,run_008,2026-09-05T10:38:00.000,9480,True,True,48.4,1468,35.9,64.4,False,False,3.52,15.2,idle,0,True,148.1,0,22.7,2495,0,False,,460
exp_v2_improved,run_008,2026-09-05T10:39:00.000,9540,True,True,43.1,1470,35.9,66.1,False,False,3.65,15.8,listening,0,True,4.5,0,9.6,2501,0,False,,461
exp_v2_improved,run_008,2026-09-05T10:40:00.000,9600,True,True,44.7,1461,35.7,64.9,False,False,3.68,15.6,idle,0,True,8.7,0,12.1,2496,0,False,,462
exp_v2_improved,run_008,2026-09-05T10:41:00.000,9660,True,True,44.7,1462,35.7,68.2,False,False,3.52,15.5,idle,0,True,5.7,0,11.7,2508,0,False,,463
exp_v2_improved,run_008,2026-09-05T10:42:00.000,9720,True,True,39.3,1458,35.6,65.4,False,False,3.44,15.9,idle,0,True,7.3,0,12.8,2500,0,False,,464
exp_v2_improved,run_008,2026-09-05T10:43:00.000,9780,True,True,46.4,1462,35.7,61.8,False,False,3.72,15.7,idle,0,True,4,0,14.9,2497,0,False,,465
exp_v2_improved,run_008,2026-09-05T10:44:00.000,9840,True,True,38.2,1460,35.6,65.6,False,False,3.38,15.3,idle,0,True,8.9,0,15,2500,0,False,,466
exp_v2_improved,run_008,2026-09-05T10:45:00.000,9900,True,True,48.1,1468,35.8,64.1,False,False,3.7,15.9,idle,0,True,2,0,13.1,2495,0,False,,467
exp_v2_improved,run_008,2026-09-05T10:46:00.000,9960,True,True,48.4,1469,35.9,66.9,False,False,3.5,15.7,idle,0,True,6,0,18.4,2503,0,False,,468
exp_v2_improved,run_008,2026-09-05T10:47:00.000,10020,True,True,42.2,1457,35.6,65.3,False,False,3.54,16,idle,0,True,7.7,0,18.6,2501,0,False,,469
exp_v2_improved,run_008,2026-09-05T10:48:00.000,10080,True,True,41.3,1461,35.7,64.3,False,False,3.53,15.6,idle,0,True,3.9,0,16.8,2503,0,False,,470
exp_v2_improved,run_008,2026-09-05T10:49:00.000,10140,True,True,41.8,1461,35.7,67.7,False,False,3.51,15.6,idle,0,True,2,0,13.3,2496,0,False,,471
